Comentário,Classificação
"No passado domingo dia 2 de fevereiro de 2020, desloquei-me ao serviço de urgência após um desmaio. Dei entrada, ao que o médico quando me chama e avalia os sintomas diz que infelizmente não tem a máquina que permite fazer a TAc crânio encefalico a funcionar e apenas me pode fazer análises e um ecg. As análises tudo bem, sem alterações. O ecg simplesmente esqueceram-se!!! O médico informa-me que mais não pode fazer e envia-me para casa e qualquer sintoma fora do normal para regressar novamente ao serviço de urgência. Tive que regressar no dia seguinte, fui atendida pelo Dr Miguel Almeida, que após reavaliar o estado me manda sim fazer q TAC mas ao Abdómen!!! E em vez de uma TAC pede 3! Excesso de radiação desnecessariamente porque a TAC deveria ter sido feita, sim, mas não ao abdómen mas sim a cabeça, e não três mas uma! Paguei duas urgências (totalizando sensivelmente 140€) desnecessárias, porque sai do serviço de urgência sem saber o que se passou. O hospital da luz tem que ser uma entidade que presta serviços de saúde e não que passa exames sem necessidade só para que os clientes paguem mais",Atendimento hospitalar
"Venho por este meio, comunicar a V. Exas., o meu completo desagrado com o valor cobrado por o procedimento de isolamento absoluto com dique de borracha no valor de 50 euros na factura da consulta de medicina dentaria. Esperava pois ser cobrada pelo tratamento de uma cárie e, não por um procedimento extra tratamento, sem ser previamente informada que tal procedimento teria o preço cobrado.Além disso, entretanto numa pesquisa rápida sobre o preço de venda destes produtos de isolamento percebe-se facilmente que por exemplo uma caixa de 30 unidades custa cerca de 40 euros ao consumidor, pelo que considero ultrajante , desrespeitoso e roubo cobrarem 50 euros por 1 unidade. Independentemente disso devia ser informada. Exijo por isso a devolução dos 50 euros. Atentamente, Gabriela Cunha.",Cobrança indevida 
"No dia factos o Dr. Carlos Ventura prescreveu-me 6 exames de imagiologia, 2 exames cardiológicos e 5 tipos de análises clínicas. Alguns dos exames de imagiologia exigiam preparação dolorosa (clisteres) e jejum. Quando me dirigi aos serviços do SAMS para a realização dos exames deparo-me com o facto da prescrição estar em nome de outra pessoa, razão pela qual não pude realizar os exames.Tal resulta em prejuízos de monta elevada. Em primeiro lugar prejuízos à minha saúde, pois necessariamente adio o diagnóstico da situação. Ainda para mais, tendo que me ausentar do país frequentemente por motivos profissionais, só em Março poderei repetir a consulta e só depois poderei remarcar os exames. Ou seja, este engano pode resultar numa adiamento do diagnóstico por mais de dois meses. Por outro lado, existem prejuízos diretos, nomeadamente o custo com a consulta (que na verdade, por esta situação, se revelou inútil) e os custos com a deslocação e o tempo perdido na consulta e na tentativa gorada de realizar os exames.",Atendimento hospitalar
"Fui contatada agora a informar que a minha consulta de dermatologia com o dr Bruno Duarte que estava agendada para outubro, que o Doutor já não fazia consultas com cabertura de seguro de saúde e se quiser manter a consulta só em título particular, no valor de 110€. Esta questão prende-se por 2 situações, uma é que estou a espera desta consulta desde Março e que inicialmente foi marcada para agosto, depois desmarcaram para outubro e agora em setembro informam se quiser a consulta tenho que pagar a título particular, eu pago seguro de saúde que é para conseguir ter desconto nos valores das consultas. A outra situação, foi que então se o Doutor não faz consultas com seguro, pretendo marcar outra consulta com outro médico(a) que faça, qual é o meu espanto em que dizem que o hospital já não tem nenhum médico para 1ª consulta com cobertura de seguro de saúde. Como é admissivel uma situação dessas, estou a espera de uma consulta de um hospital privado à cerca de 6 meses e depois não apresentam soluções viáveis aos utentes, que pagam seguros de saude para poder ter um pouco mais de diginidade na saúde, já que nos hospitais públicos essa dignidade acabou a muito tempo.",Atendimento hospitalar
"Boa tarde.
Ontem dia 13.2.25, o meu filho foi fazer um exame de Broncodilatação, o exame estava marcado para as 17h45. Fiz admissão e passado uns 10 minutos chamaram para o exame. Até aqui tudo perfeito, rápido atendimento.
Depois do exame ficámos na sala de espera à espera da consulta, que não aconteceu.
O meu filho é seguido neste hospital vai fazer 10 anos pelo Dr. Carlos Braga, que é um excelente médico. E durante estes 10 anos cada vez que o meu filho fazia um exame a pedido do doutor, logo a seguir tinha a consulta.
Quando marquei este exame, também disse que era com consulta a seguir, até porque moramos longe e não faz sentido algum fazer as coisas em separados.
Deduzo eu, que quem me fez o atendimento da marcação por telefone não percebeu, mas com o historial que o meu filho tem, em fazer exame/consulta, poderia ter perguntado.
Sai do Hospital da Luz de Setúbal eram 20h50, antes de sair ainda procurei a receção para obter informações e nada, todos os balcões fechados, eu e o meu filho estávamos sozinhos no piso 2, ninguém apareceu, nem que fosse para fazer a ronda e ver se estavam doentes na sala de espera, nem uma viva alma.
Fui ao piso principal e tudo fechado, não sei a que horas fecham os balcões de atendimento, mas sugeria que se fizesse uma ronda, para ver se não esta ninguém caído na sala de espera, senti-me completamente desemparada.

Fiquei muito chateada, por este acontecimento, se sempre foi exame/consulta, não entendo o que falhou, porque mesmo que o doente não diga que é com consulta, acho que faz parte de quem faz o atendimento perguntar se a consulta é para aquele dia, é o mínimo de cuidado e atenção que se tem de ter com o utente.",Atendimento hospitalar
"Após sair do recobro e receber alta, fiquei mais de 3 horas á espera de aparecer o papel da alta, sendo que um colaborador perdeu e ninguém imprime um novo nem aparece o original.
Isto após terem marcado estar presente as 10h da manhã no hospital e só ser atendido na parte da tarde por terem feito alterações de horário sem aviso prévio.
Tem sido um serviço repleto de negligência e desprezo ao paciente",Atendimento hospitalar
"Bom dia, Em Janeiro fiz um exame na clínica da luz Amadora no qual paguei 12,50€ por ter acordo com seguradora. Disseram-me que poderia aceder ao exame na APP ou levantar no local. Qual não é o meu espanto quando ao levantar o exame cobram mais 3,5€ para entregar o exame!!! Então mas faz algum sentido? Alguém faz um exame para depois não ter acesso a ele ou o poder ter consigo e leva-lo a outro medico fora do hospital? Nunca antes me tinham cobrado um valor para levantar o exame!!! Então quem não tem APP tem obrigatoriamente de pagar para ter acesso ao exame que por sinal fez e pagou e bem! Parece-me exagero, até ilegal e completamente imoral este tratamento aos pacientes! Um aproveitamento ao mais alto nível!!",Cobrança indevida 
"Numa consulta de dermatologia em 30 de Janeiro a minha médica (Isabel Freitas) indicou que precisava de fazer uma biópsia, que ficou agendada para 24 de Fevereiro.
Ao sair da consulta, no balcão de atendimento, disseram que iam pedir autorização à MGEN e que depois seria contactado para saber o valor da comparticipação.
No dia 21 de Fevereiro e dado não ter sido contactado nem pela MGEN nem pelo Hospital da Luz liguei para a MGEN, que me informou que não tinha recebido nenhum pedido.
Liguei para o Hospital da Luz a perguntar se tinham enviado o pedido para a MGEN e informaram que o pedido seria feito no próprio dia da biópsia online !!!!
Dia 24 Fev após a biópsia, no balcão de atendimento, disseram que iriam enviar uma mensagem online a pedir a comparticipação. Após 15 min de espera disseram que a MGEN não comparticipava nada. Paguei 190 Euros !!!!
No dia 25 de Fev contactei a MGEN a questionar a razão de não comparticiparem e eles informaram que o procedimento do Hospital da Luz foi incorreto e deviam ter pedido autorização alguns dias antes da biópsia.
Agradeço que o Hospital da Luz verifique o procedimento a realizar!!!",Cobrança indevida 
"Venho dar continuidade à minha reclamação, aqui, apresentada no dia 22 de dezembro p.p., relacionada com o atendimento – marcação de consultas – no Hospital da Luz Oeiras, com o número: 125110624.

Após ter recebido a confirmação da aceitação da minha reclamação, fiquei a aguardar uma resposta, presumindo que fosse enviada para esta vossa plataforma.
Entretanto, nada acontecera, até que, a 13 de janeiro p.p., recebi no meu e-mail pessoal um documento proveniente do Gabinete de Atenção ao Cliente do Hospital da Luz Oeiras, cujo texto era a resposta esperada.
Mas, com o “pequeno detalhe” de que estava relacionada não com a reclamação feita neste portal, mas com o Livro de Reclamações Online, onde eu, também, apresentara a mesma reclamação.

Assim e porque considero absolutamente lamentável que o Hospital da luz Oeiras não tenha tido a consideração pela vossa instituição, nunca vos contactando e ignorando a reclamação, envio a minha resposta, à resposta recebida do Gabinete de Atenção ao Cliente, Hospital da Luz Oeiras, dando, simultaneamente, continuidade à minha reclamação inicial.
Em anexo está a minha resposta – à resposta recebida do Gabinete de Atenção ao Cliente/ Hospital da Luz Oeiras, da qual transcrevo apenas algumas linhas.",Cobrança indevida 
"Boa tarde,

Dia 20/01/2025 marcamos uma consulta a nível particular visto que com seguro a próxima consulta disponível seria 9 de Julho de 2025 e parecia uma situação urgente. A consulta como particular obviamente tinha disponibilidade para o dia seguinte (21/01/2025). Tal parecia a urgência que aceitamos essa mesma marcação (deixar claro que nas urgências não tratam deste tipo de situações).
Pagamos 140€ por uma consulta de rastreio de tumores e a medica de imediato pediu mais 2 exames que teriam o valor de 306.42€ que nos disse que o seguro nos reembolsaria (que mtem ais tarde percebemos que não era bem assim). Dada a urgência, aceitamos fazer os exames também. Só nesse dia deixamos no Hospital da Luz 446.42€. Ficou combinado com a doutora que só seria necessária uma consulta se realmente fosse encontrado algo grave / maligno.

O exame demoraria cerca de 3 semanas e hoje dia 10/02/2025 às 10:30 da manhã foi recebida uma ligação a pedir uma consulta de URGÊNCIA para o mesmo dia às 13:10. Já podem imaginar tudo o que nos passou pela cabeça entre essas horas, deixar a nota de que a minha mulher tem ao seu cuidado 2 pequenos (um de 2 anos e outra de 5 meses).

Por curiosidade (ou não) este exame ao contrário de todos os exames que fizemos até hoje não apareceu na aplicação portanto não teriamos forma de saber o resultado sem ser tendo atentido à consulta pedida pela doutora.

Chegou a consulta das 13:10 e ficamos LITERALMENTE 2 a 3 minutos na consulta para a doutora nos dizer que está tudo bem (graças a Deus) e obviamnete para nos pedirem mais 110€ pelos 3 minutos dispendidos pela doutora.

Eu recuso-me efetivamente a pagar esta consulta devido ao descrito anteriormente e gostaria de uma revisão nas politicas e procedimentos em casos destes.

Obrigado",Atendimento hospitalar
"Caução feita na recepção. Operada dia 12 hospital da Luz Coimbra por estrabismo. Saída a 13. Até hoje dia 23 de Janeiro 2025 passaram 4 meses com constantes reclamações por telefone e por emails, ainda não foi feita a recepção da diferença entre a caução e a minha despesa. Até quando?",Falta de informação 
"Marquei com eles a realização de ecografias para dia 28/01/2025 ás 9h30m. Fui atendido próximo de 10h15m. Quando finalmente foi realizado o exame, verifiquei falta de atenção por parte da médica que fez o exame, talvez não tenha feito o seu trabalho com a dedicação que devia.",Atendimento hospitalar
"Cheguei ao hospital da Luz de Coimbra as 18:46 depois de ter feito a triagem via telefone, obrigaram-me a fazer novamente triagem presencial e explicar exatamente o mesmo que tinha feito na Luz 24, ao que tive de aguardar novamente, depois de cerca de 2h à espera fui chamado para ser visto pela médica onde expliquei novamente toda a situação, e onde a mesma fez algum pre diagnósticos tendo inclusive me aleijado num dos sítios que eu me lhe disse que doía pois não teve cuidado, esse sítio foi na boca onde ela disse que estava inflamado, mais tarde passado mais 2h de espera e de um teste de zaragatoa pelo meio , e onde a Dra Patrícia foi bastante rude é agressiva a falar para mim apenas porque não percebi que o teste que ia fazer seria para ver gripes e covid visto que disse a enfermeira que já tinha feito o teste de covid e a médica não gostou, fui chamado ao fim de 4h de espera por um médico que não estava identificado com a sua cédula e se recusou a dar o seu nome dizendo que não era obrigado mesmo eu questionando pois não sei se sequer se era médico ou não visto não ter identificação para me dar alta com Brufen e Ben-U-Ron, medicação essa que estou a fazer há 5 dias e não resultou, quando disse isso a este médico disse-me para sair e parar de fazer perguntas porque não ia ajudar mais, quando questionei da inflamação e do inchado perto do dente, respondeu-me que não era dentista e para ir falar com um dentista, quando questionado dos pulmões inflamados, informação dada pela 1.ª médica, disse que estavam normais e não tinha nada. Conclusão como o médico estava a ser bastante má pessoa é péssimo profissional decidi ir embora, são 90€ que pagamos por uma urgência mais 90€ do exame de zaragatoa mais 20€ do raio X, para esperar 4h para ter um médico agressivo e super mau para um doente. É este o serviço de excelência que prezam?",Atendimento hospitalar
"No dia 4 de Janeiro de 2025 pelas 11h45 horas, dirigi-me ao serviço de urgências do Hospital da Luz situado em Setúbal, para proceder a uma consulta de urgência e possível tratamento.
No momento da inscrição foi me transmitido que o número do cartão do seguro estava inválido, mas que não existia problema, podendo então avançar para a triagem e durante todo o processo se resolveria a situação.
Enquanto aguardava na sala de espera, fui chamada novamente á recepção e questionaram se o meu seguro era apenas dentário, do qual eu imformei que não e que dava para todas as áreas de saúde, inclusive já tinha utilizado em consultas de otorrino e dermatologia.
Referi que já tinha sido atendida em consultórios privados, mais que um inclusive e que tinha sido a primeira vez que me disseram que o número do cartão estava inválido.
Pediram que seguisse para a consulta e que iam tentar novamente resolver.
Depois de ter estado em consulta e tratamento para uma gastroenterite (1h30), segui para a recepção para preoceder ao pagamento.
Eis quando me informam que não conseguiram resolver a situação e que terei de fazer o pagamento em particular no total de 292 euros.
Como se tratava de ser sábado só consegui entrar em contacto com a minha seguradora (AdvanceCare) hoje (dia 6 de Janeiro), da qual me informou que o número do cartão estava válido , e que o problema era que o Hospital da Luz não tinha acordo com o meu seguro, do qual eu nunca fui informada durante o meu atendimento.
É de lamentar que coloquem profissionais á frente de um balcão de saúde, com tão pouca formação.
Como é que o doente fica perante uma situação destas , a ter de fazer um pagamento com um valor exurbitante, do qual se eu tivesse sido devidamente informada, tinha optado por procurar outro serviço de saúde privado.",Atendimento hospitalar
"Dei entrada com meu filho no hospital após fazer triagem com um enfermeiro pelo telefone. Chegamos às 13h e as 15h ele foi visto por uma pediatra, chegou vomitando de dor. Sua queixa era fortes dores no fundo do olho esquerdo. Não lhe foi dado nenhum remédio para dor, apenas um remédio para vômitos e uma garrafinha de soro de 250ml. Lembrando que a queixa era uma dor de número 8. A pediatra o encaminhou para um oftalmologista e disse que após esta consulta o veria novamente. Quando deu 19:50 meu filho com dor, em jejum ainda não tinha sido visto por mais ninguém. Bati no gabinete da pediatra que já não estava, o plantão tinha acabado. A outra que estava no lugar tinha uma indicação nas mãos de chamar meu filho as 17:20 e já eram 20h e disse não ter tido tempo para chamar e que não sabia que ele não tinha sido visto por um oftalmo. Pedi que encaminhasse pois ele continuava a sentir dor, ela disse que não poderia chamar o especialista pois não foi ela que examinou meu filho. Meu marido foi reclamar com o chefe da pediatria , outro que estava numa posição na Suso não tem o menor perfil. Disse que poderia reavaliar meu filho e que suspeitava de uma enxaqueca, como assim ??? Era quase 21h , depois de 8h no hospital sem um exame, sem um analgésico o chefe da pediatria sugeriu uma terceira avaliação pediátrica e sem ver meu filho falou que poderia ser enxaqueca!!!. Meu marido foi ficando mais nervoso e perdendo a compostura diante de tamanha negligência, até que resolveram chamar o oftalmologista às 21:30h. Como ele não viu nada, sugeriu uma neurologista e tinha uma de plantão que resolveu passar uma TAC às 22h. As 23:15 continuávamos no hospital, sem remédio para dor e sem diagnóstico",Atendimento hospitalar
"Exmos Senhores, venho por este meio manifestar o meu total desagrado quanto à atitude do Dr Miguel Catarino. Dia 5 de Novembro tive consulta com o Dr Miguel Catarino devido a ter muitas tonturas. O Dr Miguel Catarino mandou-me fazer exames. Dia 26 e 27 de Novembro fui fazer os exames: Audiograma Tonal Simples e um Videomistagmografia. Tinha consulta ontem, dia 17 de Dezembro para mostrar os exames e saber se estou a tomar a medicação correcta. Sai do meu trabalho em Lisboa atempadamente para a consulta às 18h, mas o trânsito estava medonho com acidentes por todo o lado, fez com que eu chegasse atrasada à consulta, segundo a assistente cheguei 24 minutos atrasada. Pedi ao meu marido, que já estava no Hospital da Luz Oeiras, para fazer o check-in por mim, que não foi permitido, mas ele ia informando as assistentes que eue estava a chegar. Não podia fazer o check-in enquanto o Dr Miguel Catarino informasse se me atendia ou não, então pediram para esperar e talvez uns 10 minutos depois, veio a assistente informar que o Dr Miguel Catarino, que estava a dar consulta, não me ia atender. Quantas vezes não é o doente que espera horas para ser atendido e estou a falar no privado, e quando se entra no gabinete nem desculpa ouvimos pelo atraso. Este caso foi o contrário, mas para mim, que me vi grega para chegar a Paço de Arcos, não querer perder a consulta para saber os resultados e o senhor Dr Miguel Catarino dá-se ao luxo de não me atender, é possível que se dê ao luxo de não atender situações graves e inadiáveis. Quero manifestar a minha repugnância pela atitude do Dr Miguel Catarino e pela imagem que deixou, nada profissional, saber que tem na sala de espera uma doente, que não esteve há espera, uma vez que, ele próprio tinha as consultas em atraso e não atender. Não vou voltar a este médico e já li na net outras queixas pelo mesmo motivo. Talvez o senhor Dr Miguel Catarino devesse ser chamado a atenção e fazerem-lhe ver que as suas atitudes para com os doentes que lhe ajudam a ter o ordenado que tem devesse ter mais respeito e consideração. Um grau académico não dá de todo bom profissionalismo e bom ser humano. Anexo as 3 facturas que comprovam a consulta e os 2 exames.",Atendimento hospitalar
"O Hospital da Luz de Lisboa, está com um péssimo serviço. Agora demoram mais que 8 dias úteis a entregar o resultado de um exame. Pedi urgência no resultado de uma RM, eles disseram que sim, mas nada. Já fez 8 dias úteis e ainda não me enviaram o resultado. Tenho uma situação urgente em que tenho consultas e coisas de saúde dependentes deste resultado. enganaram-me dizendo que podia pedir urgência, agora dizem que a urgência depende de quem elabora o relatório. Acho inadmissível. De que serve pedir urgência?????~
Hospital a não usar para fazer exames de diagnóstico!",Atendimento hospitalar
Os serviços clínicos são bastante bons .. mas algumas recepcionistas são bastante arrogantes e prepotentes,Atendimento Hospitalar
"Na data de hoje, estive no Hospital da Luz Torres de Lisboa como responsável de minha filha, em uma consulta de dermatologia com a Dra Ana Cabral Pinto.

A consulta estava marcada para 17h, sendo que fizemos a admissão às 16h40. O atendimento ocorreu com 2h30 de atraso. As atendentes da recepção não prestaram esclarecimentos em relação à demora.

Ao ser recebido pela médica, ela sequer se desculpou pelo atraso considerável para o atendimento de uma criança de 6 anos e, por já estar tarde, fez um atendimento no qual ela sequer examinou minha filha da maneira adequada. Reportamos problemas que ela não olhou e indicou medicamentos para o tratamento. A consulta durou 10 minutos e a doutora a todo o tempo tentou encerrar a consulta, não nos deixando sequer fazer outras perguntas ou questionamentos.

A médica, por sinal, disse que os remédios indicados por outra médica do mesmo hospital em outra ocasião foram errados e não deveriam ter sido oferecidos, uma vez que eram remédios para adultos e poderiam prejudicar a saúde da minha filha.",Atendimento Hospitalar
"Hospital muito bom! Sempre fui muito bem atendida no Hospital da Luz, mas nessa vez quero destacar minha satisfação. Precisei ir às urgências devido a dores muito fortes e me surpreendi até porque não achei muito demorado o atendimento. É claro que o tempo de espera é longo principalmente se necessitamos esperar resultados de exames, mas é compreensível. Gostei muito que o Dr. Rafael que me atendeu, se preocupou em me dar exames ao invés de tirar conclusões precipitadas e também foi muito prestativo. Precisei ser internada e fazer uma cirurgia de emergência e fui muito bem atendida do início ao fim. As enfermeiras e enfermeiros são muito atenciosos, preocupados e prestativos. A médica Natacha que fez meu procedimento cirúrgico, me tranquilizou e me deixou tudo muito claro do que seria feito. Desde a hora da chegada até a saída do hospital não tenho nenhuma reclamação. Muito bom",Atendimento Hospitalar
"Agradeço a todos os profissionais do hospital da Luz, que estiveram envolvidos no diagnóstico, tratamento, internamento da minha filha. Desde os auxiliares, enfermeiros e médicos foram todos de um profissionalismo, simpatia, prestatibilidade fora de série. Serviço exemplar, onde cada profissional acarinha o paciente e acompanhantes num momento em que nos sentimos frageis. Um muito obrigada ",Atendimento Hospitalar
"A triagem foi de imediato e o tempo de espera o anunciado no site e no placar. Nunca excedeu o anunciado, pelo contrário foi mais curto. Nunca esperei a mais de 40 minutos. Profissionais excelentes sem nada a apontar.",Triagem / Atendimento
"Tenho feito consultas obstétricas no hospital da Luz Lisboa e só tenho elogiar, desde o balcão até o atendimento médico pra mim foram maravilhosos!",Triagem / Atendimento
"Fui muito bem recebido, a triagemI foi rápido. Com uma pulseira verde, indicando uma situação não vital, a espera de 40 minutos é razoável para um domingo movimentado. É uma urgência, mas não vital. Boa gestão. Continuem o bom trabalho.""",Triagem / Atendimento
"A espera foi rápida - 15 minutos para triagem inicial e consulta com o médico. E então chamaram um especialista que demorou mais 40 minutos. Espero não ter que voltar novamente? mas se eu precisasse, eu iria aqui. A única crítica foi o check-in/out, esse processo poderia ter sido mais eficiente.",Triagem / Atendimento 
"Minha experiência no pronto-socorro foi excelente. Fui atendido por uma médica de triagem após 10 minutos e esperei cerca de 35 minutos para ser atendido. Ela foi eficiente, profissional, bem informada e falava inglês bem.",Triagem / Atendimento
Urgência e triagem rápida.,Triagem / Atendimento
"Cumprimentos. Com a situação que passei no Hospital da Luz de Veiro em especial com DR.
no dia 02/04/2025(87euro pago) fiz a primeira consulta com o DR. indicou-me o exame que devo fazer, fiz tal como o indicado, No dia 05/06/2025(82euros pago) tive o segundo encontro com DR. para entregar o exame indicado da primeira data, assim o fiz e outra vez mandou-me outro exame. No dia 11/09/2025(82euros pago) levei o exame indicado na segunda data.
Depois de tanto dinheiro gasto não passou nenhuma medicação, e ainda mandou-me ir na minha médica de Família (que situação é esta?) e eu aqui passando mal a cada dia sem solução mesmo gastando o meu dinheiro 251eurs para nada. e o DR ainda mentiu no RESUMO DA INFORMAÇÃO CLÍNICA- dizendo que não aceito AF:DM2 ou TIROIDOPATIAS, MH: ndn-USO DE TESTOSTERONA. Eu fiz uma gravação da última data que eu estive LÃ para comprovar que o Dr. é mentiroso. quero uma solução o mais rápido possível. Querendo o meu dinheiro de volta ou as medicações que o mesmo não passou … Caso não resolverem sinto-me na obrigação de entrar com uma ação judicial. que inguinação.",Atendimento Hospitalar
"Ontem dia 1 de setembro fui para fazer uma análise, helicobacter pylori teste respiratório na clinica da luz na Amadora.
Quando cheguei lá fui informado que não tinha acordo com o meu seguro, como tal não fiz a análise.
Perguntei à funcionária se era necessário alguma coisa para desmarcar, ao qual respondeu que não.
Qual é o meu espanto quando recebo a fatura para pagar 69€ no portal.
NEM O TESTE FIZ!!!
Isto é inadmissível",Cobrança indevida
"Ao sermos atendidos no gabinete de Triagem 2, deparámo-nos com uma técnica de triagem que demonstrou uma postura pouco profissional e sem qualquer empatia. Apesar de o meu filho ser maior de idade, como mãe, manifestei a gravidade da situação, mas fui completamente ignorada. A técnica recusou-se a estabelecer contacto visual comigo e dirigiu-se ao meu filho com um tom arrogante, sem qualquer sensibilidade perante a situação de dor extrema em que ele se encontrava, e somente repetia a frase "" o médico já o informou que só vai passar se for a casa de banho, está com uma obstipação.Esta atitude foi profundamente desrespeitosa. ",Triagem
